Noah Rubin
106/2021-01-25/77700.0/79200.0
107/2021-01-26/79500.0/78100.0
108/2021-01-27/77500.0/77300.0
109/2021-01-28/75800.0/75600.0
110/2021-01-29/75900.0/73100.0
111/2021-02-01/72600.0/73300.0
112/2021-02-02/74800.0/74500.0
113/2021-02-03/74900.0/74200.0
114/2021-02-04/73800.0/74300.0
115/2021-02-05/74300.0/74300.0
116/2021-02-08/74100.0/74000.0
117/2021-02-09/75000.0/74000.0
118/2021-02-10/74000.0/74300.0
119/2021-02-15/75600.0/75500.0
120/2021-02-16/75900.0/76200.0
121/2021-02-17/76200.0/74800.0
122/2021-02-18/74700.0/74000.0
123/2021-02-19/74000.0/75500.0
124/2021-02-22/75800.0/74100.0
125/2021-02-23/73300.0/73200.0
126/2021-02-24/73100.0/72700.0
127/2021-02-25/73900.0/74100.0
128/2021-02-26/72700.0/72800.0
129/2021-03-02/74200.0/73100.0
130/2021-03-03/73300.0/73900.0
131/2021-03-04/73500.0/73100.0
132/2021-03-05/72500.0/72200.0
133/2021-03-08/72900.0/72400.0
134/2021-03-09/72000.0/72500.0
135/2021-03-10/73200.0/71900.0
136/2021-03-11/72000.0/72500.0
137/2021-03-12/73100.0/72800.0
138/2021-03-15/72800.0/73100.0
139/2021-03-16/73200.0/73800.0
140/2021-03-17/74200.0/73500.0
141/2021-03-18/73700.0/73600.0
142/2021-03-19/73100.0/72700.0
143/2021-03-22/73100.0/73300.0
144/2021-03-23/73700.0/73300.0
145/2021-03-24/72900.0/72900.0
146/2021-03-25/73000.0/73400.0
147/2021-03-26/73800.0/73800.0
148/2021-03-29/74100.0/74100.0
149/2021-03-30/73700.0/74000.0
150/2021-03-31/74000.0/73000.0
151/2021-04-01/73600.0/73500.0
152/2021-04-02/74200.0/74500.0
153/2021-04-05/75600.0/75500.0
154/2021-04-06/76100.0/76400.0
155/2021-04-07/76500.0/76300.0
156/2021-04-08/76100.0/75200.0
157/2021-04-09/75700.0/75000.0
158/2021-04-12/75200.0/75100.0
159/2021-04-13/74500.0/75200.0
160/2021-04-14/75500.0/75100.0
161/2021-04-15/75000.0/75000.0
162/2021-04-16/75400.0/75200.0
163/2021-04-19/75300.0/75300.0
164/2021-04-20/75300.0/75600.0
165/2021-04-21/75600.0/75000.0
166/2021-04-22/75100.0/75100.0
167/2021-04-23/74800.0/75200.0
168/2021-04-26/74800.0/74600.0
169/2021-04-27/74700.0/74400.0
170/2021-04-28/75000.0/73600.0
171/2021-04-29/73900.0/73500.0
172/2021-04-30/73800.0/73300.0
173/2021-05-03/73500.0/74000.0
174/2021-05-04/74000.0/74400.0
175/2021-05-06/73900.0/74500.0
176/2021-05-07/74300.0/74800.0
177/2021-05-10/74900.0/74900.0
178/2021-05-11/74600.0/74100.0
179/2021-05-12/74100.0/73500.0
180/2021-05-13/72100.0/72200.0
181/2021-05-14/72700.0/73900.0
182/2021-05-17/74200.0/73900.0
183/2021-05-18/73600.0/73600.0
184/2021-05-20/73200.0/73200.0
185/2021-05-21/73400.0/73000.0
186/2021-05-24/73300.0/72500.0
187/2021-05-25/72600.0/72900.0
188/2021-05-26/73000.0/73000.0
189/2021-05-27/72800.0/72200.0
190/2021-05-28/72300.0/72200.0
191/2021-05-31/72500.0/73000.0
192/2021-06-01/73100.0/73100.0
193/2021-06-02/73100.0/72800.0
194/2021-06-03/73100.0/74100.0
195/2021-06-04/74300.0/74100.0
196/2021-06-07/74700.0/74500.0
197/2021-06-08/74200.0/74200.0
198/2021-06-09/74200.0/74200.0
199/2021-06-10/74000.0/73900.0
200/2021-06-11/73900.0/74300.0
201/2021-06-14/74300.0/74200.0
202/2021-06-15/74300.0/74300.0
203/2021-06-16/74300.0/74700.0
204/2021-06-17/74700.0/74300.0
205/2021-06-18/74500.0/74000.0
206/2021-06-21/73800.0/73500.0
207/2021-06-22/73700.0/73700.0
208/2021-06-23/73800.0/73600.0
209/2021-06-24/73700.0/74300.0
210/2021-06-25/74400.0/74800.0
211/2021-06-28/75000.0/74900.0
212/2021-06-29/74600.0/74000.0
213/2021-06-30/73900.0/73700.0
214/2021-07-01/73700.0/73400.0
215/2021-07-02/73400.0/73100.0
216/2021-07-05/73400.0/73600.0
217/2021-07-06/73700.0/73900.0
218/2021-07-07/74100.0/73600.0
219/2021-07-08/73600.0/72700.0
220/2021-07-09/72200.0/72200.0
221/2021-07-12/72700.0/72300.0
222/2021-07-13/72400.0/72500.0
223/2021-07-14/72500.0/72800.0
224/2021-07-15/73000.0/73100.0
225/2021-07-16/73000.0/72900.0
226/2021-07-19/72400.0/72500.0
227/2021-07-20/71900.0/72300.0
228/2021-07-21/72500.0/72300.0
229/2021-07-22/72500.0/73300.0
230/2021-07-23/73300.0/73100.0
231/2021-07-26/73400.0/72900.0
232/2021-07-27/72900.0/72500.0
233/2021-07-28/72400.0/72400.0
234/2021-07-29/73000.0/72600.0
235/2021-07-30/72100.0/72100.0
236/2021-08-02/72700.0/73100.0
237/2021-08-03/73300.0/74200.0
238/2021-08-04/74800.0/75000.0
239/2021-08-05/75300.0/75200.0
240/2021-08-06/74900.0/74900.0
241/2021-08-09/75200.0/75000.0
242/2021-08-10/75300.0/74200.0
243/2021-08-11/73500.0/73100.0
244/2021-08-12/72300.0/71800.0
245/2021-08-13/70700.0/69600.0
246/2021-08-17/69200.0/69100.0
247/2021-08-18/68900.0/69500.0
248/2021-08-19/69500.0/68500.0
